order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_length,product_description_length,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,payment_value,payment_type,review_score,is_satisfied,customer_id,order_status,delivery_days,purchase_month,customer_state,customer_city,seller_state,category_english
00018f77f2f0320c557190d7a144bdd3,1,e5f2d52b802189ee658865ca93d83a8f,dd7ddc04e1b6c2c614352b383efe2d36,2017-05-0311:05:13,239.9,19.93,pet_shop,56,239,2,30000,50,30,40,259.83,credit_card,4.0,1.0,f6dd3ec061db4e3987629fe6b26e5cce,delivered,16.0,2017-04,SP,santa fe do sul,SP,pet_shop
00024acbcdf0a6daa1e931b038114c75,1,7634da152a4610f1595efa32f14722fc,9d7a1d34a5052409006425275ba1c2b4,2018-08-1510:10:18,12.99,12.79,perfumaria,42,480,1,200,16,10,15,25.78,credit_card,4.0,1.0,d4eb9395c8c0431ee92fce09860c5a06,delivered,6.0,2018-08,SP,atibaia,SP,perfumery
00042b26cf59d7ce69dfabb4e55b4fd9,1,ac6c3623068f30de03045865e4e10089,df560393f3a51e74553ab94004ba5c87,2017-02-1313:57:51,199.9,18.14,ferramentas_jardim,59,409,1,3750,35,40,30,218.04,credit_card,5.0,1.0,58dbd0b2d70206bf40e62cd34e84d795,delivered,25.0,2017-02,SP,varzea paulista,PR,garden_tools
00054e8431b9d7675808bcb819fb4a32,1,8d4f2bb7e93e6710a28f34fa83ee7d28,7040e82f899a04d1b434b795a43b4617,2017-12-1412:10:31,19.9,11.85,telefonia,52,815,1,200,27,5,20,31.75,credit_card,4.0,1.0,32e2e6ab09e778d99bf2e0ecd4898718,delivered,8.0,2017-12,SP,guararapes,SP,telephony
000576fe39319847cbb9d288c5617fa6,1,557d850972a7d6f792fd18ae1400d9b6,5996cddab893a4652a15592fb58ab8db,2018-07-1012:30:45,810.0,70.75,ferramentas_jardim,39,1310,3,13805,35,75,45,880.75,credit_card,5.0,1.0,9ed5e522dd9dd85b4af4a077526d8117,delivered,5.0,2018-07,SP,praia grande,SP,garden_tools
0005a1a1728c9d785b8e2b08b904576c,1,310ae3c140ff94b03219ad0adc3c778f,a416b6a846a11724393025641d4edd5e,2018-03-2618:31:29,145.95,11.65,beleza_saude,59,493,1,2000,30,12,16,157.6,credit_card,1.0,0.0,16150771dfd4776261284213b89c304e,delivered,9.0,2018-03,SP,santos,SP,health_beauty
0006ec9db01a64e59a68b2c340bf65a7,1,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,2018-07-2617:24:20,74.0,23.32,cama_mesa_banho,54,245,1,1383,50,10,40,97.32,credit_card,5.0,1.0,5d178120c29c61748ea95bac23cb8f25,delivered,6.0,2018-07,RJ,rio de janeiro,SP,bed_bath_table
000aed2e25dbad2f9ddb70584c5a2ded,1,4fa33915031a8cde03dd0d3e8fb27f01,fe2032dab1a61af8794248c8196565c9,2018-05-1620:57:03,144.0,8.77,perfumaria,43,116,1,468,23,18,19,152.77,credit_card,1.0,0.0,fff5169e583fd07fac9fec88962f189d,delivered,6.0,2018-05,SP,santa barbara d'oeste,SP,perfumery
000e906b789b55f64edcb1f84030f90d,1,57d79905de06d8897872c551bfd09358,ea8482cd71df3c1969d7b9473ff13abc,2017-11-2719:09:02,21.99,11.85,telefonia,59,540,4,300,17,4,12,33.84,credit_card,3.0,0.0,6a3b2fc9f270df258605e22bef19fd88,delivered,17.0,2017-11,SP,santa cruz do rio pardo,SP,telephony
001021efaa8636c29475e7734483457d,1,5d7c23067ed3fc8c6e699b9373d5890b,6560211a19b47992c3666cc44a7e94c0,2018-03-0509:35:41,49.0,15.1,fashion_bolsas_e_acessorios,54,151,3,250,16,2,20,64.1,credit_card,4.0,1.0,2dfbf74859104caf100df3720a1d833d,delivered,9.0,2018-02,PR,ivaipora,SP,fashion_bags_accessories
0010b2e5201cc5f1ae7e9c6cc8f5bd00,1,5a419dbf24a8c9718fe522b81c69f61a,3504c0cb71d7fa48d967e0e4c94d59d9,2017-09-1518:04:37,48.9,16.6,cool_stuff,53,537,2,1800,34,5,34,65.5,credit_card,5.0,1.0,57ef317d4818cb42680fc9dfd13867ce,delivered,11.0,2017-09,RJ,rio de janeiro,SP,cool_stuff
00125cb692d04887809806618a2a145f,1,1c0c0093a48f13ba70d0c6b0a9157cb7,41b39e28db005d9731d9d485a83b4c38,2017-03-2913:05:42,109.9,25.51,moveis_decoracao,49,300,1,2500,47,21,41,135.41,credit_card,5.0,1.0,8afb90a97ee661103014329b1bcea1a2,delivered,15.0,2017-03,GO,anapolis,SP,furniture_decor
001427c0ec99cf8af737bd88e92fd444,1,28b4eced95a52d9c437a4caf9d311b95,77530e9772f57a62c906e1c21538ab82,2018-04-1219:08:28,59.9,23.35,moveis_decoracao,60,1953,1,750,69,11,11,83.25,credit_card,2.0,0.0,eab9c552374be06ed15923016dc9e588,delivered,18.0,2018-04,MG,ituiutaba,PR,furniture_decor
00143d0f86d6fbd9f9b38ab440ac16f5,1,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,2017-10-2016:07:52,21.33,15.1,esporte_lazer,52,1153,1,180,17,11,14,109.29,credit_card,,,2e45292979b9b2700ea09560eeb0f803,delivered,11.0,2017-10,GO,goiania,SP,sports_leisure
00143d0f86d6fbd9f9b38ab440ac16f5,2,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,2017-10-2016:07:52,21.33,15.1,esporte_lazer,52,1153,1,180,17,11,14,109.29,credit_card,,,2e45292979b9b2700ea09560eeb0f803,delivered,11.0,2017-10,GO,goiania,SP,sports_leisure
00143d0f86d6fbd9f9b38ab440ac16f5,3,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,2017-10-2016:07:52,21.33,15.1,esporte_lazer,52,1153,1,180,17,11,14,109.29,credit_card,,,2e45292979b9b2700ea09560eeb0f803,delivered,11.0,2017-10,GO,goiania,SP,sports_leisure
0014ae671de39511f7575066200733b7,1,23365beed316535b4105bd800c46670e,92eb0f42c21942b6552362b9b114707d,2017-05-2903:15:24,16.5,14.1,telefonia,56,351,1,350,19,4,11,30.6,boleto,5.0,1.0,41065d9dcea52218c3943d2eed072b97,delivered,16.0,2017-05,PR,pinhais,SP,telephony
0017afd5076e074a48f1f1a4c7bac9c5,1,fe59a1e006df3ac42bf0ceb876d70969,25c5c91f63607446a97b143d2d535d31,2017-04-2422:25:19,809.1,44.29,informatica_acessorios,60,2136,1,3407,28,22,23,853.39,credit_card,1.0,0.0,8085a9af46f619bc25966f151a362b0d,delivered,45.0,2017-04,AL,campo alegre,MG,computers_accessories
0019c29108428acffd089c36103c9440,1,28b4eced95a52d9c437a4caf9d311b95,77530e9772f57a62c906e1c21538ab82,2018-03-1206:50:26,59.9,19.95,moveis_decoracao,60,1953,1,750,69,11,11,79.85,credit_card,5.0,1.0,5f6bbac628ae418db4e0f92932f899c1,delivered,10.0,2018-03,MG,monte siao,PR,furniture_decor
001ab0a7578dd66cd4b0a71f5b6e1e41,3,0b0172eb0fd18479d29c3bc122c058c2,5656537e588803a555b8eb41f07a944b,2018-01-0402:33:42,24.89,17.63,eletronicos,53,265,2,150,22,13,15,127.56,boleto,4.0,1.0,8bb3bef4e75a95524235cdc11a7331af,delivered,21.0,2017-12,BA,salvador,DF,electronics
001d8f0e34a38c37f7dba2a37d4eba8b,2,e67307ff0f15ade43fcb6e670be7a74c,f4aba7c0bca51484c30ab7bdc34bcdd1,2017-05-1817:35:11,18.99,7.78,beleza_saude,47,1474,3,150,43,13,14,53.54,credit_card,1.0,0.0,d987da9fb4086ab7c2c0f83963cd6722,delivered,11.0,2017-05,SP,sao paulo,SP,health_beauty
001e7ba991be1b19605ca0316e7130f9,1,884fa3cd42986ba480ea2f8ae4e25ff7,3340ef1913fb70d28420f6ceb685c339,2017-03-2311:47:37,195.0,18.21,informatica_acessorios,40,354,1,850,31,11,11,213.21,credit_card,5.0,1.0,b6a1445ee505f3a95c827e7a5188ad02,delivered,10.0,2017-03,MS,campo grande,PR,computers_accessories
001e7cf2ad6bef3ade12ebc56ceaf0f3,1,bdcf6a834e8faa30dac3886c7a58e92e,2a84855fd20af891be03bc5924d2b453,2018-05-2210:59:50,35.9,15.2,beleza_saude,26,394,1,1614,31,16,28,51.1,credit_card,1.0,0.0,d1684ed69f8fd574b7c344de923f379a,delivered,16.0,2018-05,MG,coromandel,MG,health_beauty
0020262c8a370bd5a174ea6a2a267321,1,a5341e3f8155dbb3e62323d3ea289729,ff063b022a9a0aab91bad2c9088760b7,2017-12-0409:58:07,79.5,21.05,moveis_decoracao,50,422,7,2850,40,5,44,100.55,credit_card,4.0,1.0,9ec353f970bdf785f6568724d9ea19aa,delivered,4.0,2017-11,PR,guaratuba,SP,furniture_decor
0025c5d1a8ca53a240ec2634bb4492ea,1,35537536ed2b4c561b4018bf3abf54e0,955fee9216a65b617aa5c0531780ce60,2018-07-1009:30:09,390.0,29.39,esporte_lazer,59,1459,9,2100,36,9,14,419.39,credit_card,5.0,1.0,2430ad4b1b6efb56cf3050b5d3cf5e54,delivered,23.0,2018-07,CE,amanari,SP,sports_leisure
0029c5db35ef291ce99d1262012e7daa,1,7614c62b86a81021243e438cfde78ccc,900ba814c251a692506d7834c1218441,2018-09-0303:50:23,492.75,21.62,beleza_saude,53,1135,5,9900,30,39,38,514.37,boleto,4.0,1.0,2f08bf21468eccdf69598582d4b89fb5,delivered,5.0,2018-08,SP,guarulhos,SP,health_beauty
002af7fa9eb99d1456bceb6a13d6fc0b,1,c2ece64199af7a53793ed9612a89a8cd,6c7d50c24b3ccd2fd83b44d8bb34e073,2018-02-2219:46:50,88.34,21.11,moveis_decoracao,59,955,7,2500,60,12,20,109.45,credit_card,4.0,1.0,bacf5021c97183a2a3946dff31e56098,delivered,21.0,2018-02,SC,sao bento do sul,SP,furniture_decor
002c9def9c9b951b1bec6d50753c9891,1,2d9ff06c8870a518f5f6909774e140fb,00720abe85ba0859807595bbf045a33b,2018-05-2117:32:03,78.0,8.9,utilidades_domesticas,44,543,3,950,25,10,36,173.8,credit_card,4.0,1.0,06cf02bf583b05fd91bc8eec0f1b4c3f,delivered,3.0,2018-05,SP,sao paulo,SP,housewares
002f98c0f7efd42638ed6100ca699b42,1,d41dc2f2979f52d75d78714b378d4068,7299e27ed73d2ad986de7f7c77d919fa,2017-08-1009:30:15,8.99,32.57,consoles_games,44,228,1,450,30,7,25,93.62,credit_card,5.0,1.0,75fd1fb0bb511fc71ac2b2649c02b21b,delivered,3.0,2017-08,RS,porto alegre,MG,consoles_games
0030ff924c38549807645976adeef2c0,1,bd7cab8de4d7943286634023cc06f8ff,855668e0971d4dfd7bef1b6a4133b41b,2018-04-0617:10:21,225.0,67.24,bebes,59,1226,4,23250,23,50,84,292.24,credit_card,5.0,1.0,c46e1af5a15417246a9c5e81ac964358,delivered,21.0,2018-03,MG,belo horizonte,SP,baby
0032d07457ae9c806c79368d7d9ce96b,1,08279c494018541f71443c07d77560f8,e333046ce6517bd8bb510291d44f0130,2018-03-1519:28:51,159.0,27.19,utilidades_domesticas,48,688,2,3150,43,27,27,186.19,credit_card,1.0,0.0,d356c20816dc75a309628b5c17d89468,delivered,45.0,2018-03,RJ,rio de janeiro,SP,housewares
003324c70b19a16798817b2b3640e721,1,2b939dc9b176d7fa21594d588815d4a4,dbc22125167c298ef99da25668e1011f,2017-05-2419:22:34,102.9,14.45,malas_acessorios,45,702,1,1300,33,10,49,234.7,credit_card,1.0,0.0,43696894b5bf8fbe1a40b2148ea505a0,delivered,11.0,2017-05,MG,diamantina,MG,luggage_accessories
003324c70b19a16798817b2b3640e721,2,2b939dc9b176d7fa21594d588815d4a4,dbc22125167c298ef99da25668e1011f,2017-05-2419:22:34,102.9,14.45,malas_acessorios,45,702,1,1300,33,10,49,234.7,credit_card,1.0,0.0,43696894b5bf8fbe1a40b2148ea505a0,delivered,11.0,2017-05,MG,diamantina,MG,luggage_accessories
00335b686d693c7d72deeb12f8e89227,1,87b08e712cc4c9fe70984c5a24b29e2f,f00e21b1e91a79653163b7fd8f293ff1,2017-07-2803:45:26,63.9,16.89,brinquedos,23,475,1,300,25,16,16,80.79,boleto,,,d96e5c4400413a11fa8c9fd54be4a20b,delivered,45.0,2017-07,ES,vila velha,SP,toys
00335f75ea6a4455b524a8dd177067f5,1,e1bf2f209fd2b08e1af3ed71732d9008,70c27847eca8195c983ed7e798c56743,2018-05-0222:10:29,168.8,8.21,pet_shop,34,630,1,127,18,10,14,177.01,credit_card,5.0,1.0,32b84239e3f3904ac162d832454770c7,delivered,8.0,2018-04,RJ,rio de janeiro,RJ,pet_shop
00337fe25a3780b3424d9ad7c5a4b35e,1,1f9799a175f50c9fa725984775cac5c5,cfb1a033743668a192316f3c6d1d2671,2017-09-2917:50:16,59.9,9.94,cama_mesa_banho,51,82,1,1000,40,5,25,139.68,credit_card,5.0,1.0,4b1b5c848616a4b5fa9d76cb1d12067b,delivered,1.0,2017-09,SP,sao paulo,SP,bed_bath_table
0035246a40f520710769010f752e7507,1,8a6187b2665118d5095f99a25fd7ba7a,4a3ca9315b744ce9f8e9374361493884,2017-08-2301:25:39,87.0,12.11,cama_mesa_banho,56,275,1,1300,45,15,35,99.11,credit_card,5.0,1.0,4bcf2ad7ccc061c13ff360aae5b7abcd,delivered,11.0,2017-08,SP,sao paulo,SP,bed_bath_table
0035e6b7ade84b3f5b86bd49814793df,1,71a5f1c2a5fd9889ef26b5ac22aec9c6,537eb890efff034a88679788b647c564,2018-02-2703:31:08,19.9,14.1,moveis_decoracao,60,500,3,100,16,3,11,34.0,credit_card,5.0,1.0,3a0cc7c9af6abf8868dad5a1de4a16e1,delivered,5.0,2018-02,SP,sao paulo,RJ,furniture_decor
