order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_length,product_description_length,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,payment_value,payment_type,review_score,is_satisfied,customer_id,order_status,delivery_days,purchase_month,customer_state,customer_city,seller_state,category_english
00010242fe8c5a6d1ba2dd792cb16214,1,4244733e06e7ecb4970a6e2683c13e61,48436dade18ac8b2bce089ec2a041202,2017-09-1909:45:35,58.9,13.29,cool_stuff,58,598,4,650,28,9,14,72.19,credit_card,5.0,1.0,3ce436f183e68e07877b285a838db11a,delivered,7.0,2017-09,RJ,campos dos goytacazes,SP,cool_stuff
000229ec398224ef6ca0657da4fc703e,1,c777355d18b72b67abbeef9df44fd0fd,5b51032eddd242adc84c38acab88f23d,2018-01-1814:48:30,199.0,17.87,moveis_decoracao,59,695,2,3050,33,13,33,216.87,credit_card,5.0,1.0,6489ae5e4333f3693df5ad4372dab6d3,delivered,7.0,2018-01,MG,para de minas,MG,furniture_decor
00048cc3ae777c65dbb7d2a0634bc1ea,1,ef92defde845ab8450f9d70c526ef70f,6426d21aca402a131fc0a5d0960a3c90,2017-05-2303:55:27,21.9,12.69,utilidades_domesticas,36,558,1,450,24,8,15,34.59,boleto,4.0,1.0,816cbea969fe5b689b39cfc97a506742,delivered,6.0,2017-05,MG,uberaba,SP,housewares
0005f50442cb953dcd1d21e1fb923495,1,4535b0e1091c278dfd193e5a1d63b39f,ba143b05f0110f0dc71ad71b4466ce92,2018-07-0614:10:56,53.99,11.4,livros_tecnicos,52,1192,1,850,29,3,21,65.39,credit_card,4.0,1.0,351d3cb2cee3c7fd0af6616c82df21d3,delivered,2.0,2018-07,SP,jandira,SP,books_technical
00061f2a7bc09da83e415a52dc8a4af1,1,d63c1011f49d98b976c352955b1c4bea,cc419e0650a3c5ba77189a1882b7556a,2018-03-2922:28:09,59.99,8.88,beleza_saude,57,614,1,950,35,25,20,68.87,credit_card,5.0,1.0,c6fc061d86fab1e2b2eac259bac71a49,delivered,4.0,2018-03,SP,piracicaba,SP,health_beauty
00063b381e2406b52ad429470734ebd5,1,f177554ea93259a5b282f24e33f65ab6,8602a61d680a10a82cceeeda0d99ea3d,2018-07-3117:30:39,45.0,12.98,fashion_bolsas_e_acessorios,35,60,1,200,16,16,11,57.98,credit_card,5.0,1.0,6a899e55865de6549a58d2c6845e5604,delivered,10.0,2018-07,SP,monte alto,SP,fashion_bags_accessories
0008288aa423d2a3f00fcb17cd7d8719,1,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,2018-02-2102:55:52,49.9,13.37,ferramentas_jardim,57,366,2,1650,30,22,30,126.54,boleto,5.0,1.0,2355af7c75e7c98b43a87b2a7f210dc5,delivered,12.0,2018-02,SP,jandira,SP,garden_tools
0008288aa423d2a3f00fcb17cd7d8719,2,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,2018-02-2102:55:52,49.9,13.37,ferramentas_jardim,57,366,2,1650,30,22,30,126.54,boleto,5.0,1.0,2355af7c75e7c98b43a87b2a7f210dc5,delivered,12.0,2018-02,SP,jandira,SP,garden_tools
0009792311464db532ff765bf7b182ae,1,8cab8abac59158715e0d70a36c807415,530ec6109d11eaaf87999465c6afee01,2018-08-1712:15:10,99.9,27.65,esporte_lazer,56,1392,4,1050,40,20,30,127.55,boleto,5.0,1.0,2a30c97668e81df7c17a8b14447aeeba,delivered,7.0,2018-08,MG,alfenas,PR,sports_leisure
0009c9a17f916a706d71784483a5d643,1,3f27ac8e699df3d300ec4a5d8c5cf0b2,fcb5ace8bcc92f75707dc0f01a27d269,2018-05-0209:31:53,639.0,11.34,consoles_games,37,1172,2,200,16,5,12,650.34,credit_card,4.0,1.0,8a250edc40ebc5c3940ebc940f16a7eb,delivered,5.0,2018-04,SP,campinas,SP,consoles_games
000c3e6612759851cc3cbb4b83257986,1,b50c950aba0dcead2c48032a690ce817,218d46b86c1881d022bce9c68a7d4b15,2017-08-2103:33:13,99.0,13.71,esporte_lazer,58,2584,1,1800,16,16,16,112.71,boleto,5.0,1.0,3773bcf1a6fbd29233ea1c1b573c4f22,delivered,7.0,2017-08,SP,jundiai,SP,sports_leisure
000e562887b1f2006d75e0be9558292e,1,5ed9eaf534f6936b51d0b6c5e4d5c2e9,8cbac7e12637ed9cffa18c7875207478,2018-02-2812:08:37,25.0,16.11,cool_stuff,51,693,3,600,20,20,21,41.11,credit_card,3.0,0.0,2b01d668726fb0b751c55918c0437b7b,delivered,18.0,2018-02,SP,cubatao,SC,cool_stuff
000e63d38ae8c00bbcb5a30573b99628,1,553e0e7590d3116a072507a3635d2877,1c129092bf23f28a5930387c980c0dfc,2018-03-2920:07:49,47.9,8.88,cama_mesa_banho,38,735,5,800,20,20,20,56.78,credit_card,3.0,0.0,98884e672c5ba85f4394f2044e1a3eab,delivered,3.0,2018-03,SP,sao paulo,SP,bed_bath_table
000f25f4d72195062c040b12dce9a18a,1,1c05e0964302b6cf68ca0d15f326c6ba,7c67e1448b00f6e969d365cea6b010ab,2018-03-2111:10:11,119.99,44.4,moveis_escritorio,46,1159,1,9375,55,54,19,164.39,credit_card,4.0,1.0,86ade8ebc14f18dd6c3ea75bd0eb7534,delivered,15.0,2018-03,RJ,volta redonda,SP,office_furniture
00119ff934e539cf26f92b9ef0cdfed8,1,21b1c2f67a9aafb5af0eb06c13b9dbda,c864036feaab8c1659f65ea4faebe1da,2017-08-1100:35:12,219.9,16.98,esporte_lazer,35,1132,8,9800,105,15,28,236.88,credit_card,5.0,1.0,7dd2e283f47deac853cf70f3b63c8d86,delivered,10.0,2017-08,RJ,nova iguacu,PR,sports_leisure
0011d82c4b53e22e84023405fb467e57,1,c389f712c4b4510bc997cee93e8b1a28,bfd27a966d91cfaafdb25d076585f0da,2018-01-2921:51:25,289.0,26.33,malas_acessorios,41,500,1,2965,41,27,34,315.33,credit_card,4.0,1.0,2013d892495e1a101d742d533d2d1119,delivered,10.0,2018-01,SP,sao paulo,SP,luggage_accessories
00130c0eee84a3d909e75bc08c5c3ca1,1,89321f94e35fc6d7903d36f74e351d40,16090f2ca825584b5a147ab24aa30c86,2018-06-1405:16:24,27.9,7.94,alimentos,59,982,1,150,17,13,13,35.84,boleto,5.0,1.0,47d656c08a282ec5ab4c1f18303a3a30,delivered,1.0,2018-06,SP,sao bernardo do campo,SP,food
0013503b13da1eac686219390b7d641b,1,38afdf723b95d455b418a0f57d623c6b,1554a68530182680ad5c8b042c3ab563,2017-12-1303:16:36,119.9,17.32,moveis_decoracao,38,479,3,2500,34,6,28,137.22,boleto,5.0,1.0,f7277fce45fad3165379c15cacf5ddbe,delivered,14.0,2017-12,SP,osasco,MG,furniture_decor
00137e170939bba5a3134e2386413108,1,672e757f331900b9deea127a2a7b79fd,e59aa562b9f8076dd550fcddf0e73491,2017-11-3006:30:55,397.0,24.65,agro_industria_e_comercio,39,383,1,2650,30,30,20,421.65,boleto,4.0,1.0,7b63cba66b8e6d002e94d0990c1e2868,delivered,17.0,2017-11,RJ,rio de janeiro,PR,agro_industry_and_commerce
0015ebb40fb17286bea51d4607c4733c,1,50fd2b788dc166edd20512370dac54df,8b321bb669392f5163d04c59e235e066,2018-01-1809:11:24,21.9,15.1,eletronicos,46,2285,1,150,30,10,20,37.0,credit_card,5.0,1.0,da43a556bf5c36a1104c473cff77de6c,delivered,18.0,2018-01,PR,pato bragado,SP,electronics
00169e31ef4b29deaae414f9a5e95929,1,b10eba910a974df70b8a12d0665cdb9e,a3e9a2c700480d9bb01fba070ba80a0e,2018-01-2303:35:47,39.0,16.11,cama_mesa_banho,46,246,1,550,51,4,41,55.11,boleto,1.0,0.0,efb3830adb68fb8a89c948774388ec28,delivered,7.0,2018-01,RJ,rio de janeiro,SP,bed_bath_table
0016dfedd97fc2950e388d2971d718c7,1,4089861a1bd4685da70bddd6b4f974f1,a35124e2d763d7ca3fbe3b97d143200f,2017-05-0510:05:12,49.75,20.8,ferramentas_jardim,44,152,1,1500,27,6,23,70.55,voucher,5.0,1.0,2c8b917c5d7dd720ebe36a5ed3b501ec,delivered,23.0,2017-04,BA,canavieiras,SP,garden_tools
001862358bf858722e1e2ae000cfed8b,1,c6dd917a0be2a704582055949915ab32,7a67c85e85bb2ce8582c35f2203ad736,2018-02-1319:10:37,99.99,13.72,cool_stuff,54,1012,1,1200,42,25,15,113.71,credit_card,5.0,1.0,2cf869dd40c98f29686f636d83545cce,delivered,9.0,2018-02,SP,cunha,SP,cool_stuff
001ab0a7578dd66cd4b0a71f5b6e1e41,1,0b0172eb0fd18479d29c3bc122c058c2,5656537e588803a555b8eb41f07a944b,2018-01-0402:33:42,24.89,17.63,eletronicos,53,265,2,150,22,13,15,127.56,boleto,4.0,1.0,8bb3bef4e75a95524235cdc11a7331af,delivered,21.0,2017-12,BA,salvador,DF,electronics
001ab0a7578dd66cd4b0a71f5b6e1e41,2,0b0172eb0fd18479d29c3bc122c058c2,5656537e588803a555b8eb41f07a944b,2018-01-0402:33:42,24.89,17.63,eletronicos,53,265,2,150,22,13,15,127.56,boleto,4.0,1.0,8bb3bef4e75a95524235cdc11a7331af,delivered,21.0,2017-12,BA,salvador,DF,electronics
